,Tweet Body ,Sentiment ,processed_content
703,The masculine urge to maintain and do body recomp instead of becoming severely underweight ,Neutral,the masculine urge maintain and body recomp instead becoming severely underweight
704,Traded my underweight body and thigh gap for 30 extra pounds of muscle and a pretty sweet six pack. My thighs touch now. They can also crush watermelons. I’m not mad about it.,Positive,traded underweight body and thigh gap for extra pounds muscle and pretty sweet six thighs touch they can also crush not mad about
705,i need to be underweight NOW,Negative,need underweight now
706,Dude getting sick while being super underweight is so awful everytime i swear im gonna die i get so weak n feels like my my organs failing heart struggles (=m=) Swear cold i have rn i gonna kill me,Negative,dude getting sick while being super underweight awful everytime swear gonna die get weak feels like organs failing heart struggles swear cold have gonna kill
707,i hope im dangerously underweight by my next physical.,Negative,hope dangerously underweight next
708,"TW WEIGHT AND BMI MENTION 
this is so cute and it helps me want to gain weight bc wdym ideal? u mean perfect? i will be perfect when i gain weight? yes i will!",Positive,weight and bmi mention this cute and helps want gain weight wdym mean will perfect when gain yes
709,Guess my bmi without looking my bio I think I have potential to look thinner,Negative,guess bmi without looking bio think have potential look thinner
710,i used to think disordered people calling themselves fat while being underweight was just them looking for validation and being pick mes but now i get it. i wanted to apologize for the way i was thinking ,Positive,used think disordered people calling themselves fat while being underweight was just them looking for validation and being pick mes but now get wanted apologize for the way was thinking
711,idk how people can go from a high weight to underweight and be fatphobic literally all its proved to me is that the way youre treated when youre fat vs when youre skinny is drastically different,Neutral,idk how people can from high weight underweight and fatphobic literally all its proved that the way youre treated when youre fat when youre skinny drastically different
712,I feel like a fake. I’m not underweight yet and I just feel like I’m doing it for attention I just want to be skinny.,Negative,feel like not underweight yet and just feel like doing for attention just want
713,underweight face vs overweight face who’s winning ?,Negative,underweight face overweight face winning
714,has the diagnostic criteria for ana changed in recent yrs bc i keep seeing ppl with it in their bios alongside “bmi 23” or similar & im confused atp bc i thought being “severely underweight” was part of the diagnostic criteria but idk if its become less rigid & im just dumb,Negative,has the diagnostic criteria for ana changed recent yrs keep seeing ppl with their bios alongside similar confused atp thought being was part the diagnostic criteria but idk its become less rigid just dumb
715,sometimes i don’t even know if i’m disordered cause i don’t even wanna be severely underweight. i just wanna be thin and pretty,Negative,sometimes even know disordered cause even wanna severely just wanna thin and pretty
716,i’ve always been a normal weight. i’ve never been overweight or underweight in my whole life. i’m the most boring person alive (◞‸◟),Negative,always been normal never been overweight underweight whole the most boring person alive
717,im too fat to have this many moots i need to lock myself in a dungeon and get out when im bmi 14,Negative,too fat have this many moots need lock myself dungeon and get out when bmi
718,seeing someone with a higher bmi than u looking smaller will actually ruin ur whole day like…..,Negative,seeing someone with higher bmi than looking smaller will actually ruin whole day
719,Being overweight is disgusting,Negative,being overweight disgusting
720,This is crazy coming from you since Kevin Samuels literally made videos talking about his disdain for overweight dark skin BW such as yourself. Kevin Samuels literally said DSBW like YOU are scientifically unattractive and beneath all other races of women. Yet you worship him 😭,Neutral,this crazy coming from you since kevin samuels literally made videos talking about his disdain for overweight dark skin such kevin samuels literally said dsbw like you are scientifically unattractive and beneath all other races yet you worship him
721,Woke up NORMAL instead of overweight today im so proud and relieved!!!!! ,Positive,woke normal instead overweight today proud and
722,I'm glad Trump is a geriatric who is 100 lbs overweight and eats a ton of junk food and is under an incredible amount of stress and must have terribly high blood pressure. Tick tock.,Negative,glad trump geriatric who 100 lbs overweight and eats ton junk food and under incredible amount stress and must have terribly high blood tick
723,"Isn’t it kinda weird that according to BMI, I’m still clinically overweight? 

I wear a goddamn size medium.",Neutral,kinda weird that according still clinically wear goddamn size
724,my bmi is almost overweight but i look so good tbh the bmi scale is for ppl with bad fat distribution not for everyone,Neutral,bmi almost overweight but look good tbh the bmi scale for ppl with bad fat distribution not for everyone
725,This can’t be real this cannot be real I’m finally overweight,Negative,this real this cannot real finally overweight
726,"✨IT’S A SWIMSUIT!✨
Don’t try to tell me that I’m not overweight. I am. I know from the front it doesn’t look as bad, but I am.
I’m not cleared to exercise right now due to my back sprain… I’m just really struggling with my body cuz there’s nothing I can do about it right now.",Neutral,try tell that not know from the front look but not cleared exercise right now due back just really struggling with body cuz nothing can about right
